Player,Team within selected timeframe,Position,Age,Contract expires,Minutes played,Passport country,Foot,Height,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Successful attacking actions per 90,Goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m",xA per 90,Shot assists per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %","Save rate, %",xG against per 90,Prevented goals,Prevented goals per 90,Exits per 90
J. Cullen,Burnley,"RCMF, DMF, LCMF",28,2026-06-30,2307,"England, Republic of Ireland",right,175,7.57,5.46,53.57,1.95,50,0.93,0.74,3.94,5.22,0.98,0.08,0.02,0.55,35.71,14.286,0.39,40,0.66,82.35,3.32,61.18,0.47,0.9,0.08,36.71,1.83,49.74,88.31,12.91,74.02,46.11,91.71,3.24,45.78,17.6,0.05,0.55,0.31,0.23,7.1,74.18,1.83,44.68,0.94,25,0.74,4.8,70.73,0,0,,,
H. Delcroix,Burnley,"LCB, LB",25,2026-06-30,696,"Haiti, Belgium",left,183,8.92,5.56,58.14,2.59,50,0.31,0.78,5.43,6.43,0.91,0,0.06,0.39,66.67,0,0.65,60,0.39,33.33,1.55,25,0.39,0.39,0,29.48,0,39.83,86.36,15.52,75,35.82,90.61,3.36,46.15,15.7,0.03,0.39,0.13,0.13,5.04,79.49,1.42,45.45,0.52,25,0.26,6.59,58.82,0,0,,,
D. O'Shea,Burnley,RCB,25,2029-06-30,3255,Republic of Ireland,right,188,7.63,4.92,57.87,5.45,65.48,0.21,0.8,4.62,5.73,0.36,0.08,0.04,0.41,33.33,20,0.3,54.55,0.03,100,0.5,44.44,0.77,1.13,0.08,30.77,0.47,43.91,84.82,17.78,72.16,36.66,90.95,6.94,53.78,22.19,0.01,0.11,0.06,0.14,7.11,71.6,0.72,30.77,0.64,34.78,0.25,7.99,69.9,0,0,,,
A. Murić,Burnley,GK,25,2028-06-30,1008,"Switzerland, Kosovo",right,197,2.68,0.18,100,0.45,80,0,0,2.5,3.36,0,0,0,0,0,0,0,0,0,0,0.27,100,0,0,0,28.04,0.27,39.73,77.75,26.16,69.62,23.93,94.03,15.8,53.11,32.52,0.04,0.09,0,0.09,5.54,41.94,0.71,12.5,1.16,15.38,0.09,12.41,66.19,79.22,2.17,8.33,0.744,2.32
B. Badiashile,Chelsea,LCB,23,2030-06-30,1547,"France, Congo DR",left,194,7.85,5.06,64.37,3.37,41.38,0.18,0.81,4.48,6.94,0.35,0,0.02,0.23,25,0,0.17,100,0,0,0.99,47.06,0.52,0.87,0.06,48,0.35,62.66,92.29,23.68,85.26,58.35,94.72,4.13,57.75,18.06,0.02,0.06,0.23,0.12,5.7,74.49,0.7,58.33,0.52,33.33,0.23,8.38,70.14,0,0,,,
N. Jackson,Chelsea,CF,23,2033-06-30,3135,Senegal,right,187,2.64,2.9,53.47,2.78,35.05,0.05,0.11,1.06,1.71,3.22,0.4,0.48,2.18,53.95,18.421,0.23,25,3.53,52.03,9.7,36.98,3.96,2.1,0.92,13.67,1.09,17.51,79.51,3.99,69.06,17.08,80.84,0.2,28.57,13.41,0.12,0.78,0.46,0.34,1.67,70.69,1.15,72.5,0.34,25,1.21,1.75,73.77,0,0,,,
L. Colwill,Chelsea,"LB, LCB",21,2029-06-30,2029,England,left,187,8.74,6.65,58,3.46,60.26,0.27,0.44,4.7,7.04,0.75,0.04,0.05,0.35,25,12.5,0.67,20,0.71,75,2.04,54.35,0.89,1.42,0.71,33.89,0.58,44,86.49,18.19,77.8,38.9,91.9,4.57,47.57,19.15,0.01,0.09,0.18,0.13,5.94,72.39,0.8,38.89,0.71,37.5,0.4,7.72,75.29,0,0,,,
M. Caicedo,Chelsea,"RDMF, DMF, LDMF",23,2031-06-30,3216,Ecuador,right,178,8.03,6.58,56.6,2.15,49.35,0.45,0.73,4,5.89,1.4,0.03,0.01,0.36,30.77,7.692,0.31,18.18,1.68,60,5.21,52.69,0.14,0.76,0.2,42.68,1.43,55.83,90.83,13.96,78.96,51.86,93.09,3.67,64.89,16.4,0.03,0.34,0.36,0.08,6.44,83.04,1.2,51.16,0.59,42.86,0.64,6.46,67.53,0,0,,,
E. Fernández,Chelsea,"LDMF, LCMF",23,2032-06-30,2493,Argentina,right,178,6.71,6.21,54.65,1.55,39.53,0.47,0.47,3,4.32,2.45,0.11,0.22,1.66,36.96,6.522,1.01,14.29,1.99,52.73,6.14,44.12,1.37,1.62,0.65,49.03,1.01,61.62,85.47,19.78,73.18,53.43,90,7.18,61.81,19.16,0.08,0.69,1.48,0.36,9.6,72.93,3.25,47.78,2.71,36,1.48,8.74,77.27,0,0,,,
M. Gusto,Chelsea,"RB, RWB",21,2030-06-30,1950,"France, Portugal",right,178,10.62,8.49,58.15,1.25,18.52,0.92,0.18,5.08,7.76,3.05,0,0.05,0.55,33.33,0,3.6,43.59,2.17,59.57,6.42,47.48,2.31,2.91,1.29,43.66,1.29,57,88.18,14.54,81.59,51.74,92.33,1.89,56.1,16.6,0.17,1.2,0.09,0.92,3.74,86.42,3.28,57.75,0.23,0,0.83,8.31,75,0,0,,,
Thiago Silva,Chelsea,"LCB, RCB, CB",40,2026-06-30,2891,"Brazil, France",right,181,8.09,3.52,63.72,2.68,66.28,0.44,0.75,5.57,8.7,0.37,0.09,0.03,0.31,40,30,0.19,33.33,0.16,100,0.68,59.09,0.59,0.37,0,52.27,0.28,67.21,95.79,23.72,92.26,63.23,97.34,3.83,72.36,19.65,0.02,0.25,0.03,0.12,6.13,87.31,0.56,61.11,0.47,53.33,0.34,7.47,82.92,0,0,,,
R. Sterling,Chelsea,"LAMF, RAMF, LW",29,2027-06-30,2245,"Jamaica, England",right,172,4.53,4.81,52.5,0.68,17.65,0.18,0,1.88,2.88,6.13,0.32,0.26,1.96,44.9,16.327,3.09,23.38,7.5,54.55,14.27,42.42,5.29,4.49,2,22.49,1.56,28.7,77.37,6.25,70.51,25.22,84.58,0.52,46.15,15.49,0.22,1.12,0.92,0.88,1.52,84.21,3.41,56.47,0.76,31.58,1.84,3.65,78.02,0,0,,,
Marc Cucurella,Chelsea,"LB, RB",26,2028-06-30,2007,Spain,left,173,11.43,9.91,64.71,2.06,50,0.13,0.49,4.93,7.14,0.85,0,0.06,0.36,50,0,1.03,30.43,0.58,61.54,2.6,67.24,1.21,1.21,0.58,35.65,1.48,45.78,88.05,15.02,78.81,42.74,91.5,2.02,44.44,15.79,0.06,0.63,0.04,0.31,2.78,80.65,0.76,47.06,0.04,0,0.31,5.34,50.42,0,0,,,
B. Chilwell,Chelsea,"LWB, LB",27,2027-06-30,858,"England, New Zealand",left,181,7.34,5.56,60.38,3.78,44.44,0.51,0.31,3.67,5.9,1.36,0,0.14,1.26,33.33,0,2.52,25,1.89,16.67,4.72,33.33,2.41,1.78,0.73,35.66,1.15,43.11,78.59,13.22,65.08,39.23,84.22,1.36,15.38,16.7,0.16,1.05,0.1,0.73,4.51,72.09,1.78,29.41,0.21,0,0.63,7.34,60,0,0,,,
A. Disasi,Chelsea,"RCB, RB",26,2029-06-30,2946,"France, Congo DR",right,190,6.17,4.09,52.99,3.64,58.82,0.43,0.49,3.73,5.77,0.58,0.06,0.05,0.37,33.33,16.667,0.37,16.67,0.55,55.56,2.17,47.89,0.67,1.37,0.31,49.8,0.52,62.44,92.61,23.16,85.49,58.47,95.82,3.67,48.33,18.41,0.01,0.09,0.18,0.12,5.35,77.14,0.64,52.38,0.4,38.46,0.37,7.94,77.31,0,0,,,
C. Gallagher,Chelsea,"AMF, LDMF, RCMF",24,2029-06-30,3523,"England, Republic of Ireland",right,182,8.05,7.84,54.72,1.48,41.38,0.7,0.28,3.3,5.05,2.35,0.13,0.12,1.2,36.17,10.638,0.84,33.33,2.38,60.22,7.31,47.55,1.79,1.48,0.59,35.66,1.58,47.36,91.42,10.35,81.98,44.71,93.6,1.84,65.28,15.4,0.1,1.1,0.36,0.31,4.39,84.88,1.46,68.42,0.26,40,0.84,4.01,81.53,0,0,,,
Robert Sánchez,Chelsea,GK,26,2030-06-30,1635,"Spain, England",right,197,1.71,0.06,0,0.33,83.33,0,0,1.71,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17,0.06,24,88.07,12.39,80,17.94,96.63,6,63.3,28.09,0,0,0,0,1.1,50,0.11,0,0.22,0,0,4.57,60.24,67.53,1.43,1.01,0.056,1.32
N. Madueke,Chelsea,"RAMF, RW",22,2030-06-30,1205,"England, Nigeria",left,182,5.6,5.98,63.75,1.72,30.43,0,0,1.79,3.04,6.95,0.37,0.22,2.39,43.75,15.625,2.24,33.33,8.51,57.89,15.54,47.6,4.78,5.3,1.2,28.53,1.42,35.33,87.32,7.39,81.82,32.86,91.14,0.37,40,13.74,0.13,1.27,0.37,0.67,2.17,93.1,2.61,57.14,0.22,66.67,1.49,4.63,80.65,0,0,,,
M. Mudryk,Chelsea,"LAMF, LW",23,2031-06-30,1765,Ukraine,right,175,4.59,4.74,53.76,1.43,35.71,0.49,0,1.73,2.79,4.84,0.25,0.26,1.78,31.43,14.286,2.24,15.91,5.66,61.26,10.05,46.19,3.72,4.28,1.27,20.96,1.38,25.7,75,5.86,68.7,22.18,81.38,1.33,69.23,15.11,0.16,1.33,0.82,0.71,1.78,60,2.96,46.55,0.82,43.75,1.63,4.08,76.25,0,0,,,
T. Chalobah,Chelsea,"RCB, RB, LCB",25,2028-06-30,1093,"Sierra Leone, England",right,192,8.32,3.87,70.21,3.13,47.37,0.51,0.41,5.27,8.1,0.41,0.08,0.02,0.16,100,50,0.08,0,0.08,100,0.58,71.43,0.33,0.33,0.08,47.1,0.33,59.12,90.95,19.52,81.01,54.84,94.29,4.2,49.02,20.03,0,0.08,0.16,0,3.95,72.92,0.25,100,0.33,50,0.16,6.92,57.14,0,0,,,
C. Palmer,Chelsea,"AMF, RAMF",22,2033-06-30,2949,England,left,189,3.27,3.02,44.44,0.31,30,0.19,0.06,1.8,2.8,4.91,0.67,0.51,3.2,44.76,20.952,1.28,33.33,4.46,51.37,9,39.66,3.08,3.33,0.73,33.57,0.79,39.55,83.56,10.71,74.07,34.91,87.41,3.42,62.5,17.48,0.28,1.56,1.68,0.82,5.46,75.42,3.94,59.69,2.23,35.62,2.56,6.62,85.71,0,0,,,
D. Petrović,Chelsea,GK,25,2030-06-30,2264,Serbia,right,194,1.03,0,0,0.56,92.86,0,0,1.03,1.6,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.93,0.08,22.46,85.66,9.42,67.93,16.58,98.08,5.88,50.68,26.84,0,0,0.04,0,0.8,15,0.04,0,0.04,0,0,4.25,55.14,66.67,1.19,-8.11,-0.322,1.35
C. Doucouré,Crystal Palace,"RDMF, RCMF",24,2029-06-30,1021,Mali,right,180,9.43,6.79,66.23,1.41,43.75,0.85,0.18,4.14,4.42,0.97,0,0.01,0.44,40,0,0.18,0,1.23,57.14,3.61,34.15,0.35,0.53,0.09,23.62,0.18,36.67,89.9,12.16,81.16,35.17,91.73,1.32,53.33,16.44,0.08,0.71,0.44,0.18,3.7,83.33,0.88,70,0.44,20,0.71,5.02,75.44,0,0,,,
M. Olise,Crystal Palace,"RWF, RW, AMF",22,2029-06-30,1435,"England, France",left,184,6.77,6.27,62,1.44,30.43,0.5,0,2.45,2.78,7.46,0.63,0.32,3.32,39.62,18.868,2.63,21.43,8.03,65.63,15.3,49.18,3.57,4.08,1.38,29.29,2.63,38.51,81.76,8.66,73.19,34.24,87,2.01,65.63,15.43,0.32,1.82,0.94,0.88,3.83,78.69,4.26,51.47,1.38,45.45,2.07,5.27,79.76,0,0,,,
M. Guéhi,Crystal Palace,LCB,24,2026-06-30,2268,"Côte d'Ivoire, England",right,182,7.98,4.52,72.81,2.9,39.73,0.27,0.52,4.44,4.96,0.6,0,0.04,0.12,0,0,0.24,50,0.83,52.38,2.82,50.7,0.36,0.75,0.12,32.82,0.99,47.22,90.42,16.87,79.76,41.35,94.43,5.63,62.68,20.97,0.01,0.08,0.04,0.08,5.95,71.33,0.56,50,0.36,22.22,0.16,7.06,74.72,0,0,,,
E. Eze,Crystal Palace,"AMF, LWF, LW",26,2027-06-30,2266,"England, Nigeria",right,173,5,4.37,61.82,1.55,30.77,0.14,0.08,2.18,2.5,5.52,0.44,0.34,3.1,43.59,14.103,1.43,30.56,6.79,51.46,14.38,44.2,3.26,2.86,0.64,23.75,1.87,29.95,82.76,7.03,74.58,27.76,85.84,0.79,65,15.57,0.22,1.71,0.83,0.71,2.34,76.27,3.02,59.21,0.87,27.27,1.67,3.97,76,0,0,,,
A. Wharton,Crystal Palace,"RCMF, LCMF, DMF",20,2029-06-30,1410,England,left,182,10.02,8.11,65.35,1.53,37.5,1.28,0.26,3.51,3.71,1.09,0,0.02,0.7,18.18,0,0.57,55.56,0.7,72.73,3.51,56.36,0.13,0.7,0.06,24.51,1.34,35.68,81.4,12.06,68.25,31.15,86.07,3.96,48.39,18.39,0.15,0.83,0.26,0.26,6.26,65.31,1.91,60,0.64,30,0.83,6.13,69.79,0,0,,,
J. Ward,Crystal Palace,"RB, RCB",35,2025-06-30,2233,England,right,188,9.19,6.61,59.15,4.31,47.66,0.27,0.4,5.04,5.54,0.85,0,0.03,0.32,0,0,0.97,29.17,0.97,58.33,1.85,45.65,0.2,0.77,0.16,20.96,0.24,30.71,79.92,14.63,72.45,24.99,88.55,4.8,44.54,18.76,0,0.04,0.04,0.04,4.8,60.5,0.93,43.48,0.2,20,0.08,6.29,73.08,0,0,,,
N. Clyne,Crystal Palace,"RCB, RB, LB",33,2025-06-30,1506,"England, Grenada",right,175,7.29,4.78,66.25,1.37,56.52,0.52,0.3,3.65,3.98,0.54,0,0.03,0.24,0,0,0.6,30,0.72,50,2.03,38.24,0.36,0.84,0.42,22.05,0.12,32.51,83.27,14.34,74.58,28.57,88.91,3.41,45.61,17.83,0.01,0.18,0,0.06,3.11,67.31,0.48,50,0,0,0.12,6.39,55.14,0,0,,,
J. Ayew,Crystal Palace,"RAMF, RWF, RW",33,2026-06-30,2816,"France, Ghana",right,182,6.62,6.94,56.68,3.42,34.58,0.18,0.06,2.52,2.79,4.67,0.13,0.15,1.37,41.86,9.302,3.04,22.11,5.78,57.46,16.59,42.97,2.56,2.46,1.02,17.99,2.91,26.81,79.14,4.57,62.24,23.04,87.79,0.93,34.48,15.9,0.13,0.61,0.16,0.48,1.79,69.64,2.78,40.23,0.32,30,0.61,2.65,63.86,0,0,,,
J. Schlupp,Crystal Palace,"LAMF, LW, AMF",31,2025-06-30,1526,"Germany, Ghana",left,178,6.9,6.61,61.61,2.77,48.94,0.13,0.12,2.71,2.94,2.3,0.12,0.13,1,58.82,11.765,0.88,26.67,2.71,45.65,8.32,31.91,1.53,1.12,0.29,13.15,0.83,18.22,80.58,4.42,69.33,16.28,86.59,1.06,33.33,17.02,0.07,0.71,0.41,0.18,1.83,67.74,0.83,57.14,0.29,40,0.47,2.95,74,0,0,,,
S. Johnstone,Crystal Palace,GK,31,2028-06-30,2016,England,right,193,1.52,0.13,33.33,0.27,50,0,0,1.47,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88,0,16.92,79.16,10.67,68.62,7.14,96.25,9.78,66.67,39.77,0,0,0,0,2.1,55.32,0.04,100,0.27,66.67,0.04,7.05,74.05,60.29,0.95,-5.71,-0.255,1.29
W. Hughes,Crystal Palace,"LCMF, LDMF",29,2025-06-30,2109,England,left,185,10.5,8.83,58.45,1.32,35.48,0.96,0.6,4.44,4.73,0.85,0,0.02,0.34,25,0,0.38,33.33,0.9,66.67,3.76,47.73,0.43,0.51,0.17,21.68,1.24,34.44,87.24,10.63,76.71,32.6,89.27,1.45,55.88,14.56,0.09,0.77,0.09,0.04,4.1,87.5,1.32,61.29,0.17,50,0.64,4.18,74.49,0,0,,,
J. Andersen,Crystal Palace,"RCB, CB",28,2029-06-30,3834,Denmark,right,192,8.8,4.41,60.11,3.73,60.38,0.41,0.42,5.77,6.3,1.1,0.05,0.05,0.45,42.11,10.526,0.82,54.29,0.7,60,1.76,49.33,0.68,0.66,0.14,31.27,0.54,46.69,82.65,19.48,69.04,37.04,91.32,8.85,49.07,23.57,0.04,0.28,0.12,0.26,8.52,62.26,1.38,47.46,0.85,33.33,0.33,9.81,69.38,0,0,,,
J. Lerma,Crystal Palace,"LCMF, LDMF, RCMF",30,2026-06-30,2668,Colombia,right,179,8.16,5.57,56.97,4.66,57.97,0.44,0.47,4.59,5.04,1.01,0.03,0.08,1.01,26.67,3.333,0.71,19.05,0.74,54.55,3.17,39.36,1.18,0.4,0.13,25.67,0.81,38.93,84.58,12.18,69.25,35.28,88.81,2.93,49.43,17.1,0.05,0.37,0.4,0.17,5.5,66.26,1.18,54.29,0.61,44.44,0.57,6.11,71.27,0,0,,,
D. Henderson,Crystal Palace,GK,27,2028-06-30,1820,England,right,188,1.48,0,0,0.45,100,0,0,1.48,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0.05,15.23,78.57,9.1,67.39,7.81,98.73,7.42,57.33,35.77,0,0,0,0,1.83,48.65,0.15,0,0.1,50,0,5.49,72.07,65.52,1.55,1.29,0.064,1.19
O. Édouard,Crystal Palace,"CF, LWF",26,2026-06-30,1733,"French Guiana, France",right,187,5.3,4.99,57.29,4.78,35.87,0.31,0.05,2.18,2.64,3.01,0.36,0.39,2.29,40.91,15.909,0.78,26.67,3.17,49.18,9.66,34.41,3.84,1.56,0.47,12.72,1.14,16.72,79.19,3.43,68.18,15.89,82.03,0.1,50,12.91,0.05,0.68,0.52,0.26,1.3,80,1.51,75.86,0.47,66.67,1.3,1.56,83.33,0,0,,,
J. Mateta,Crystal Palace,CF,27,2026-06-30,2578,"France, Congo DR",right,190,3.21,3.14,60,4.43,38.58,0.22,0.17,1.12,1.17,2.2,0.56,0.43,1.61,63.04,34.783,0.84,29.17,2.09,40,13.37,24.02,3.32,0.98,0.28,7.54,0.66,13.41,77.34,2.06,66.1,12.46,80.67,0.14,50,13.7,0.07,0.73,0.17,0.31,0.91,69.23,0.87,56,0.1,66.67,0.59,1.08,67.74,0,0,,,
D. Muñoz,Crystal Palace,"RWB, RB",28,2027-06-30,1613,Colombia,right,181,11.55,10.27,55.43,3.68,50,0.72,0.22,5.19,5.56,0.84,0,0.04,0.28,0,0,0.78,21.43,1,66.67,3.01,48.15,2.12,1.17,0.45,21.7,0.45,31.36,81.14,9.26,71.69,28.74,84.66,1.9,52.94,15.06,0.14,0.95,0,0.5,2.12,71.05,0.67,50,0.06,0,0.73,5.13,60.87,0,0,,,
T. Mitchell,Crystal Palace,"LB, LWB",25,2025-06-30,3574,"England, Jamaica",left,175,11.13,9.34,71.16,1.33,45.28,0.41,0.2,4.1,4.46,1.39,0.05,0.04,0.28,36.36,18.182,2.19,34.48,0.78,64.52,3.32,32.58,1.21,0.53,0.2,21.43,0.4,31.7,74.74,12.26,65.09,26.44,80.95,3.27,48.46,17.54,0.08,0.5,0.05,0.3,2.87,69.3,1.81,54.17,0.25,10,0.63,7.78,59.87,0,0,,,
C. Richards,Crystal Palace,"LCB, DMF",24,2027-06-30,2384,United States,right,188,9.82,5.51,72.6,4.34,57.39,0.41,0.42,5.44,5.93,0.26,0.04,0.05,0.3,37.5,12.5,0.04,0,0.11,66.67,0.94,32,0.53,0.11,0.04,22.2,0.23,32.81,86.42,12.57,72.37,30.35,89.68,2.42,46.88,17.06,0.01,0.08,0.11,0,2.79,71.62,0.19,20,0.23,16.67,0.11,5.1,58.52,0,0,,,
I. Gueye,Everton,"RCMF, LCMF, DMF",34,2025-06-30,2082,Senegal,right,174,9.64,7.26,62.5,1.04,66.67,1.34,0.22,3.89,4.31,1.12,0.17,0.09,1.08,28,16,0.61,14.29,1.34,48.39,4.58,47.17,0.78,1.04,0.69,22.74,1.3,37.39,86.36,11.63,78.81,34.41,89.95,2.38,52.73,16.45,0.03,0.48,0.09,0.04,5.1,74.58,1.21,46.43,0.22,60,0.65,4.88,77.88,0,0,,,
D. Calvert-Lewin,Everton,CF,27,2025-06-30,2355,England,right,187,3.55,2.64,47.83,12.69,42.77,0.25,0.11,2.06,2.28,2.18,0.27,0.52,2.68,42.86,10,0.27,28.57,1.76,54.35,6.73,36.93,3.94,0.99,0.34,9.75,1.15,12.73,68.47,3.06,40,12.42,69.23,0.04,100,12.88,0.05,0.5,0.08,0.15,0.99,34.62,0.46,58.33,0.04,0,0.46,1.15,46.67,0,0,,,
J. Branthwaite,Everton,LCB,22,2027-06-30,3515,England,left,195,11.32,5.38,76.19,4.28,59.88,1.34,0.87,6.02,6.71,0.18,0.08,0.08,0.33,30.77,23.077,0.05,100,0.08,33.33,0.97,36.84,0.72,0.31,0.05,19.02,0.54,33.08,84.44,14.62,73.03,29.04,89.15,3.99,50,20.44,0.02,0.08,0.03,0.03,3.46,58.52,0.36,14.29,0.2,12.5,0.15,5.56,59.45,0,0,,,
Beto,Everton,CF,26,2027-06-30,1161,"Portugal, Guinea-Bissau",right,194,3.8,3.8,51.02,8.68,41.07,0.57,0.08,1.4,1.7,2.64,0.23,0.47,2.95,31.58,7.895,0.47,16.67,2.87,56.76,12.87,28.92,3.8,1.32,0.47,6.74,1.47,11.86,67.32,1.78,69.57,11.01,69.01,0.39,80,11.16,0.02,0.39,0,0,1.01,61.54,0.85,45.45,0,0,0.39,0.85,63.64,0,0,,,
A. Onana,Everton,"LCMF, RCMF",23,2029-06-30,2359,"Senegal, Belgium",right,195,8.93,6.68,64,3.17,66.27,1.13,0.31,3.66,4.19,1.03,0.08,0.12,1.11,20.69,6.897,0.11,33.33,0.92,79.17,3.85,65.35,1.03,0.8,0.11,25.29,1.68,37.88,86,11.71,72.31,34.41,88.03,3.36,67.05,18.04,0.04,0.42,0.38,0.15,5.72,76,1.45,44.74,0.5,7.69,0.65,6.3,67.27,0,0,,,
A. Young,Everton,"RB, LB, RW",39,2025-06-30,2526,"England, Jamaica",right,175,8.3,7.59,58.69,2.03,29.82,0.52,0.14,3.38,3.82,1.89,0,0.03,0.43,16.67,0,2.74,32.47,1.28,66.67,3.81,42.06,0.68,0.93,0.39,18.71,0.82,29.25,71.86,13.4,61.17,21.09,84.29,5.56,43.59,20.95,0.08,0.82,0.14,0.29,5.34,60,3.38,38.95,0.57,25,0.36,7.77,67.89,0,0,,,
S. Coleman,Everton,RB,35,2025-06-30,775,Republic of Ireland,right,177,8.59,6.85,62.71,0.58,20,0.13,0.35,4.18,4.82,1.16,0,0,0,0,0,1.74,26.67,0.93,75,3.95,35.29,0.58,0.7,0.23,17.54,0.58,26.94,69.4,13.12,62.83,18.93,82.21,6.39,43.64,19.36,0.09,0.12,0,0.12,5.34,54.35,1.86,18.75,0.46,25,0.23,7.43,59.38,0,0,,,
J. Pickford,Everton,GK,30,2027-06-30,3860,England,left,185,1.98,0.14,83.33,0.09,100,0.03,0,1.84,2.05,0.02,0,0,0,0,0,0,0,0.02,100,0.14,83.33,0,0.02,0,16.6,0.07,22.62,79.28,15.88,71.51,10.21,95.66,12.36,66.04,38.95,0.02,0.07,0,0,6.11,62.6,0.63,33.33,0.54,47.83,0.21,9.56,81.46,71.51,1.31,5.11,0.119,0.98
A. Doucouré,Everton,"AMF, CF, RCMF",31,2025-06-30,2917,"France, Mali",right,183,5.62,6.17,56.5,2.19,32.39,0.07,0.19,2.07,2.32,1.64,0.22,0.29,1.26,51.22,17.073,1.08,20,1.7,38.18,5.43,26.14,2.5,1.05,0.31,19.13,0.28,27,79.43,6.39,68.12,24.78,83.81,1.3,38.1,15.82,0.12,0.8,0.31,0.34,1.97,73.44,1.45,48.94,0.37,16.67,0.86,2.78,70,0,0,,,
B. Godfrey,Everton,"RB, LB",26,2029-06-30,1250,"England, Jamaica",right,183,10.73,7.99,56.76,3.74,51.92,0.17,0.58,6.05,7.1,0.86,0,0.18,0.86,16.67,0,1.51,23.81,1.15,31.25,2.3,25,1.08,0.72,0.58,16.99,0.36,26.06,71.82,12.67,64.77,20.59,82.87,4.1,35.09,19.76,0,0.07,0.07,0,4.75,56.06,1.73,33.33,0.36,60,0.36,6.12,69.41,0,0,,,
J. Tarkowski,Everton,RCB,31,2026-06-30,3852,"England, Poland",right,185,10.14,5.33,65.35,5.7,65.57,0.52,1.26,6.19,6.88,0.49,0.02,0.11,0.54,21.74,4.348,0.14,50,0.42,66.67,1.89,43.21,1.14,0.54,0.09,19.14,0.61,32.76,84.24,14.88,73.16,26.68,89.67,5.96,60.39,22.93,0.05,0.37,0.02,0.12,5.96,63.53,1.31,46.43,1.03,43.18,0.84,7.06,75.83,0,0,,,
A. Danjuma,Everton,"LW, CF, RW",27,2026-06-30,704,"Nigeria, Netherlands",right,178,3.32,3.58,39.29,1.15,33.33,0,0,1.92,2.24,4.47,0.13,0.36,3.07,33.33,4.167,2.17,23.53,4.47,62.86,7.03,45.45,3.58,2.94,0.38,14.45,0.51,18.03,75.89,3.45,70.37,15.47,82.64,0.38,100,16.24,0.03,0.51,0.13,0.13,0.51,75,1.79,28.57,0.13,100,0.26,1.92,100,0,0,,,
V. Mykolenko,Everton,LB,25,2026-06-30,2776,Ukraine,left,180,10.15,7,64.81,2.11,47.69,0.35,0.36,5.28,5.74,1.26,0.06,0.07,0.88,18.52,7.407,1.82,33.93,0.88,48.15,2.92,37.78,0.88,0.49,0.06,20.13,0.32,30.25,77.71,12.26,66.67,23.51,86.07,5.12,51.9,19.2,0.04,0.45,0.26,0.23,3.73,60,2.14,46.97,0.58,38.89,0.39,6.48,63.5,0,0,,,
J. Harrison,Everton,"RW, AMF",27,2028-06-30,2483,England,left,175,6.63,6.71,60,1.3,27.78,0.23,0.18,2.39,2.58,3.44,0.11,0.14,1.16,25,9.375,3.23,32.58,3.59,53.54,8.7,39.17,2.1,1.45,0.51,14.64,1.12,22,69.85,7,61.14,16.89,79.83,2.1,43.1,17.62,0.13,0.98,0.33,0.72,2.36,56.92,3.44,50.53,0.54,53.33,1.05,5.15,69.72,0,0,,,
J. Garner,Everton,"RCMF, LCMF, RW",23,2026-06-30,3382,England,right,182,9.55,7.48,63.35,1.38,44.23,0.83,0.32,4.07,4.52,1.14,0.03,0.08,1.04,25.64,2.564,1.3,24.49,0.88,57.58,3.19,46.67,0.93,0.75,0.4,17.99,1.12,29.17,82.85,8.54,70.72,25.89,87.56,2,58.67,20.09,0.17,0.98,0.11,0.24,4.12,70.97,1.46,52.73,0.24,55.56,0.43,3.94,71.62,0,0,,,
D. McNeil,Everton,"LW, LAMF",24,2027-06-30,3219,England,left,183,6.65,5.4,61.14,1.15,39.02,0.18,0.17,3.19,3.51,3.61,0.08,0.11,1.59,26.32,5.263,3.77,31.85,3.52,50.79,8.42,38.21,1.71,1.71,1.17,22.2,0.87,30.28,75.81,7.74,63.18,24.1,85.03,2.68,52.08,19.44,0.28,1.82,0.45,0.84,3.58,64.84,3.94,45.39,0.92,54.55,0.98,5.03,79.44,0,0,,,
